33,0,1,0,5,1,5,5
1,23,8,8,3,1,2,4
3,5,28,0,1,6,1,6
1,1,0,34,10,1,1,2
2,3,3,17,18,2,3,2
2,2,4,1,4,29,5,3
9,1,1,2,7,8,21,1
4,4,5,1,2,7,6,21
